Pulsar ID,Pulsar Class,Age,Period (P),Period Derivative (P˙),Magnetic Field (B),Initial Period (Pinit​),Initial B Field (Binit​),Galactic Longitude (l),Galactic Latitude (b),Distance,Dispersion Measure (DM),"Proper Motion (μl​,μb​)",Kick Velocity,Is Binary,Orbital Period (Pb​),Companion Mass (Mc​),Eccentricity (e),Radio Luminosity (L1400​),Single-Pulse Lum. Dist.,Radio Beaming Fraction,Viewing Angle (ζ),Inclination Angle (α),Nulling Fraction (NF)
J1925-16,RRAT,,3.885800e+00,,,,,2.212968e+01,-1.453718e+01,7.935000e+00,8.800000e+01,,,,,,,,,,,,
J1927+1849g,RRAT,,3.120000e-01,,,,,5.373908e+01,8.076728e-01,4.623000e+00,2.000000e+02,,,,,,,,,,,,
J1927+1940g,RRAT,,,,,,,5.443209e+01,1.313059e+00,8.966000e+00,3.470000e+02,,,,,,,,,,,,
J1928+15,RRAT,,4.030000e-01,,,,,5.064030e+01,-1.029921e+00,5.746000e+00,2.420000e+02,,,,,,,,,,,,
J1931+42,RRAT,,,,,,,7.515037e+01,1.126521e+01,4.234000e+00,5.090000e+01,,,,,,,,,,,,
J1932+2126g,RRAT,,,,,,,5.660767e+01,1.016700e+00,3.879000e+00,1.260000e+02,,,,,,,,,,,,
J1933+2401g,RRAT,,,,,,,5.895403e+01,2.113250e+00,8.112000e+00,1.850000e+02,,,,,,,,,,,,
J1934+2341g,RRAT,,,,,,,5.871185e+01,1.862012e+00,8.955000e+00,2.520000e+02,,,,,,,,,,,,
J1935+1841g,RRAT,,5.529000e+00,,,,,5.445233e+01,-7.677423e-01,6.054000e+00,2.900000e+02,,,,,,,,,,,,
J1935+1901g,RRAT,,8.970000e-01,,,,,5.483375e+01,-7.675194e-01,8.952000e+00,3.650000e+02,,,,,,,,,,,,
J1938+1748g,RRAT,,7.106000e+00,,,,,5.408088e+01,-1.913769e+00,2.237000e+00,5.600000e+01,,,,,,,,,,,,
J1940+2203g,RRAT,,1.190600e+01,,,,,5.804946e+01,-2.963383e-01,2.651000e+00,5.900000e+01,,,,,,,,,,,,
J1940+2231g,RRAT,,5.682000e+00,,,,,5.846660e+01,-8.584442e-02,7.595000e+00,1.980000e+02,,,,,,,,,,,,
J1944-10,RRAT,,4.091350e-01,,,,,2.953473e+01,-1.628888e+01,1.281000e+00,3.101000e+01,,,,,,,,,,,,
J1946+24,RRAT,,4.729000e+00,,,,,6.030552e+01,-3.762383e-01,4.295000e+00,9.600000e+01,,,,,,,,,,,,
J1948+2314g,RRAT,,1.471000e+00,,,,,5.997993e+01,-1.273451e+00,7.917000e+00,1.840000e+02,,,,,,,,,,,,
J1948+2438g,RRAT,,1.903000e+00,,,,,6.115501e+01,-5.094369e-01,1.700500e+01,4.500000e+02,,,,,,,,,,,,
J1955-0907,RRAT,,4.840000e-01,,,,,3.196489e+01,-1.844404e+01,8.226000e+00,7.200000e+01,,,,,,,,,,,,
J1956+2911g,RRAT,,3.816000e+00,,,,,6.600031e+01,2.510148e-01,8.035000e+00,2.650000e+02,,,,,,,,,,,,
J1956-2752,RRAT,,2.600144e-01,,,,,1.325926e+01,-2.568806e+01,3.756000e+00,4.569000e+01,,,,,,,,,,,,
J2001+4209g,RRAT,,,,,,,7.761952e+01,6.142536e+00,9.325000e+00,1.530000e+02,,,,,,,,,,,,
J2005+3154g,RRAT,,,,,,,6.929816e+01,9.116135e-02,7.128000e+00,2.250000e+02,,,,,,,,,,,,
J2005+3156g,RRAT,,2.146000e+00,,,,,6.934716e+01,7.620123e-02,1.071100e+01,3.370000e+02,,,,,,,,,,,,
J2007+20,RRAT,,4.634000e+00,,,,,5.972229e+01,-6.406919e+00,3.806000e+00,6.700000e+01,,,,,,,,,,,,
J2008+3758,RRAT,9.579952e+07,4.352303e+00,7.198166e-16,1.791103e+12,,,7.471032e+01,2.898201e+00,5.892000e+00,1.405000e+02,,,,,,,,,,,,
J2014+3326g,RRAT,,9.770000e-01,,,,,7.162755e+01,-6.785549e-01,1.072600e+01,3.330000e+02,,,,,,,,,,,,
J2030+3833g,RRAT,,,,,,,7.768612e+01,-4.267577e-01,1.516300e+01,4.170000e+02,,,,,,,,,,,,
J2033+0042,RRAT,8.195050e+06,5.013400e+00,9.692745e-15,7.054067e+12,,,4.587680e+01,-2.219621e+01,2.736000e+00,3.630000e+01,,,,,,,,,,,,
J2105+19,RRAT,,3.529700e+00,,,,,6.698793e+01,-1.809110e+01,2.969000e+00,3.450000e+01,,,,,,,,,,,,
J2105+6223,RRAT,6.997285e+06,2.304879e+00,5.218967e-15,3.509670e+12,,,9.979305e+01,1.017635e+01,2.723000e+00,5.075000e+01,,,,,,,,,,,,
J2113+73,RRAT,,,,,,,1.090201e+02,1.698281e+01,2.625000e+00,4.240000e+01,,,,,,,,,,,,
J2138+69,RRAT,,2.200000e-01,,,,,1.076024e+02,1.295335e+01,2.486000e+00,4.660000e+01,,,,,,,,,,,,
J2202+21,RRAT,,,,,,,7.878890e+01,-2.625176e+01,1.364000e+00,1.770000e+01,,,,,,,,,,,,
J2215+4524,RRAT,7.757989e+06,2.723050e+00,5.561250e-15,3.937894e+12,,,9.639114e+01,-9.286928e+00,1.131000e+00,1.850000e+01,,,,,,,,,,,,
J2221+81,RRAT,,,,,,,1.174337e+02,2.031668e+01,2.487000e+00,3.900000e+01,,,,,,,,,,,,
J2225+35,RRAT,,9.400000e-01,,,,,9.210769e+01,-1.844801e+01,4.978000e+00,5.180000e+01,,,,,,,,,,,,
J2237+2828,RRAT,2.100840e+07,1.077395e+00,8.125461e-16,9.468071e+11,,,9.034189e+01,-2.578703e+01,3.997000e+00,3.810000e+01,,,,,,,,,,,,
J2251+24,RRAT,,1.797962e+00,,,,,9.053932e+01,-3.118974e+01,4.139000e+00,3.460000e+01,,,,,,,,,,,,
J2310+6706,RRAT,4.073461e+08,1.944789e+00,7.564408e-17,3.881269e+11,,,1.133512e+02,6.135554e+00,2.665000e+00,9.770000e+01,,,,,,,,,,,,
J2316+75,RRAT,,,,,,,1.169773e+02,1.398861e+01,2.442000e+00,5.340000e+01,,,,,,,,,,,,
J2325-0530,RRAT,1.338082e+07,8.687351e-01,1.028657e-15,9.565969e+11,,,7.557906e+01,-6.019981e+01,1.495000e+00,1.496600e+01,,,,,,,,,,,,
J2355+1523,RRAT,4.136408e+07,1.094396e+00,4.191961e-16,6.854028e+11,,,1.036645e+02,-4.539184e+01,3.444000e+00,2.600000e+01,,,,,,,,,,,,
