Pulsar ID,Pulsar Class,Age,Period (P),Period Derivative (P˙),Magnetic Field (B),Initial Period (Pinit​),Initial B Field (Binit​),Galactic Longitude (l),Galactic Latitude (b),Distance,Dispersion Measure (DM),"Proper Motion (μl​,μb​)",Kick Velocity,Is Binary,Orbital Period (Pb​),Companion Mass (Mc​),Eccentricity (e),Radio Luminosity (L1400​),Single-Pulse Lum. Dist.,Radio Beaming Fraction,Viewing Angle (ζ),Inclination Angle (α),Nulling Fraction (NF)
J1836-2354A,,2.292763e+10,3.354336e-03,2.318000e-21,8.922981e+07,,,9.885974e+00,-7.561136e+00,3.300000e+00,8.910700e+01,,1.774242e+02,BT,,,0.000000e+00,,,,,,
J1836-2354B,,,3.232274e-03,-4.800000e-22,,,,9.890052e+00,-7.554478e+00,3.300000e+00,9.330000e+01,,1.774242e+02,,,,,,,,,,
J1848-0129A,,,1.978400e-02,,,,,3.129673e+01,-9.741811e-02,5.164000e+00,4.900000e+02,,,,,,,,,,,,
J1853-0842A,,,2.149433e-03,-2.393192e-21,,,,2.535197e+01,-4.317940e+00,7.400000e+00,1.551250e+02,,1.953448e+02,BT,,,,,,,,,
J1905+0154A,,,3.192941e-03,,,,,3.620840e+01,-2.201217e+00,7.600000e+00,1.936920e+02,,2.393550e+02,ELL1,,,,,,,,,
J1910-5959A,,,3.266187e-03,-2.923772e-21,,,,3.365252e+02,-2.573034e+01,4.120000e+00,3.370400e+01,,1.000309e+02,ELL1H,,,8.668333e-07,,,,,,
J1910-5959B,,,8.357799e-03,-7.904100e-19,,,,3.364940e+02,-2.562806e+01,4.120000e+00,3.328000e+01,,1.000309e+02,,,,,,,,,,
J1910-5959C,,3.871028e+10,5.277327e-03,2.160000e-21,1.080398e+08,,,3.364636e+02,-2.566167e+01,4.120000e+00,3.321000e+01,,1.000309e+02,,,,,,,,,,
J1910-5959D,,1.484538e+08,9.035285e-03,9.643100e-19,2.986959e+09,,,3.364927e+02,-2.562903e+01,4.120000e+00,3.328000e+01,,1.000309e+02,,,,,,,,,,
J1910-5959E,,,4.571766e-03,-4.343500e-19,,,,3.364936e+02,-2.562833e+01,4.120000e+00,3.331000e+01,,1.000309e+02,,,,,,,,,,
J1910-5959F,,1.813829e+08,8.485494e-03,7.412195e-19,2.537827e+09,,,3.364914e+02,-2.562851e+01,4.120000e+00,3.320000e+01,,1.000309e+02,,,,,,,,,,
J1911+0101A,,,3.618524e-03,-6.580000e-21,,,,3.611091e+01,-3.918140e+00,8.400000e+00,2.026000e+02,,1.507883e+02,ELL1,,,0.000000e+00,,,,,,
J1911+0101B,,,5.384326e-03,-2.000000e-21,,,,3.610897e+01,-3.926088e+00,8.400000e+00,1.966900e+02,,1.507883e+02,,,,,,,,,,
J1953+1846A,,,4.888000e-03,,,,,5.674588e+01,-4.564481e+00,4.000000e+00,1.174000e+02,,8.216410e+01,BT,,,,,,,,,
J1953+1846B,,,7.990000e-02,,,,,5.674588e+01,-4.564481e+00,4.000000e+00,1.190000e+02,,8.216410e+01,,,,,,,,,,
J1953+1846C,,,2.893000e-02,,,,,5.674588e+01,-4.564481e+00,4.000000e+00,1.162000e+02,,8.216410e+01,,,,,,,,,,
J1953+1846D,,,1.006700e-01,,,,,5.674588e+01,-4.564481e+00,4.000000e+00,1.190380e+02,,8.216410e+01,,,,,,,,,,
J2129+1210A,,,1.106647e-01,-2.099066e-17,,,,6.501239e+01,-2.731237e+01,1.071000e+01,6.722600e+01,,1.958365e+02,,,,,,,,,,
J2129+1210B,,9.316947e+07,5.613304e-02,9.545770e-18,2.342420e+10,,,6.501329e+01,-2.731372e+01,1.071000e+01,6.773100e+01,,1.958365e+02,,,,,,,,,,
J2129+1210C,,9.696361e+07,3.052930e-02,4.988547e-18,1.248807e+10,,,6.502994e+01,-2.731511e+01,1.071000e+01,6.710000e+01,,1.958365e+02,DD,,,6.813950e-01,,,,,,
J2129+1210D,,,4.802803e-03,-1.070097e-18,,,,6.501208e+01,-2.731271e+01,1.071000e+01,6.727700e+01,,1.958365e+02,,,,,,,,,,
J2129+1210E,,3.973670e+08,4.651435e-03,1.854647e-19,9.398836e+08,,,6.501398e+01,-2.731088e+01,1.071000e+01,6.658600e+01,,1.958365e+02,,,,,,,,,,
J2129+1210F,,2.353258e+09,4.027043e-03,2.711332e-20,3.343755e+08,,,6.500967e+01,-2.730872e+01,1.071000e+01,6.559700e+01,,1.958365e+02,,,,,,,,,,
J2129+1210G,,3.652005e+08,3.766017e-02,1.633868e-18,7.937790e+09,,,6.501044e+01,-2.731231e+01,1.071000e+01,6.640000e+01,,1.958365e+02,,,,,,,,,,
J2129+1210H,,4.996948e+09,6.743394e-03,2.138158e-20,3.842458e+08,,,6.501175e+01,-2.731250e+01,1.071000e+01,6.711700e+01,,1.958365e+02,,,,,,,,,,
J2129+1210I,,,5.122197e-03,,,,,6.501264e+01,-2.731263e+01,1.071000e+01,6.750000e+01,,1.958365e+02,,,,,,,,,,
J2129+1210J,,9.194548e+08,1.184248e-02,2.040697e-19,1.573115e+09,,,6.501645e+01,-2.731027e+01,2.500000e+01,6.668800e+01,,,,,,,,,,,,
J2129+1210K,,2.588514e+07,1.928451e+00,1.180386e-15,1.526744e+12,,,6.501264e+01,-2.731315e+01,2.500000e+01,6.650000e+01,,,,,,,,,,,,
J2129+1210L,,7.181863e+05,3.960716e+00,8.737812e-14,1.882514e+13,,,6.500546e+01,-2.731720e+01,2.500000e+01,6.610000e+01,,,,,,,,,,,,
J2133-0049A,,,1.015000e-02,,,,,5.337074e+01,-3.576974e+01,1.169000e+01,4.330000e+01,,2.251193e+02,,,,,,,,,,
J2133-0049B,,,6.970000e-03,,,,,5.337074e+01,-3.576974e+01,1.169000e+01,4.380000e+01,,2.251193e+02,,,,,,,,,,
J2133-0049C,,,3.000000e-03,,,,,5.337074e+01,-3.576974e+01,1.169000e+01,4.410000e+01,,2.251193e+02,,,,,,,,,,
J2133-0049D,,,4.220000e-03,,,,,5.337074e+01,-3.576974e+01,1.169000e+01,4.360000e+01,,2.251193e+02,,,,,,,,,,
J2133-0049E,,,3.700000e-03,,,,,5.337074e+01,-3.576974e+01,1.169000e+01,4.380000e+01,,2.251193e+02,,,,,,,,,,
J2140-2310A,,,1.101933e-02,-5.180000e-20,,,,2.717907e+01,-4.683667e+01,8.460000e+00,2.506400e+01,,2.942931e+02,ELL1,,,0.000000e+00,,,,,,
J2140-2311B,,,1.298638e-02,,,,,2.717916e+01,-4.683503e+01,8.460000e+00,2.509000e+01,,2.942931e+02,,,,,,,,,,
